geneSymbol	Early malignant epithelial cell	Endothelial cell	Enteroendocrine	GMC	Goblet cell	MSC	PC	PMC	Premalignant epithelial cell	Stromal cell
SPARC	0	1050.058072	2.950994585	1.830991108	3.563752586	8.485434751	2.393021981	3.380343237	1.027591172	1197.174098
TMPRSS15	0.298704544	8.624640477	0.624946669	1.474803522	6.837765617	0	4.109424049	5.043930168	190.3609294	15.34663322
APOB	0.546409134	4.331315594	2.349267792	0.728888302	2.189295184	0	3.075506886	2.157285457	57.1932624	6.300263595
SLC51A	0.930457834	1.105850947	0.20647331	0.046386819	1.412979314	0	0	0.537037103	26.70058246	1.7513447
RBP2	37.79002435	41.81521465	12.05466149	2.946412623	64.68971727	59.9468172	73.97860859	26.08701669	1175.179263	38.81789572
APOC3	0.083262186	7.009235622	8.165786827	1.707380186	11.09604853	0	2.547942359	3.593744928	233.1409976	26.07838932
APOA4	0.67026143	47.67179208	9.49280274	6.916796882	45.05155074	0	5.798277427	12.736439	531.7652558	19.27166015
CA1	3.051053557	0.66754783	0.984692884	0.848201489	1.338575693	0	0.328077964	1.343372614	85.09932867	0.772397928
CIDEC	3.287686692	4.56978762	2.313998218	0.563790484	1.199106051	0	2.112904272	4.415765939	43.97532467	2.007072467
GSTA2	0.271122598	1.252234779	6.929025095	0.224242648	3.15990577	0	7.565044954	5.594825967	40.82159641	2.625874422
ALPI	0.228450521	1.382313683	0.523880939	0.365485196	2.308375844	0	0.412543977	0.982718427	16.44364682	0.717528578
RP11-59E19.1	10.22440911	7.334414987	0.41294662	0.575524474	6.254221879	0	1.584032269	1.869772623	121.4495022	9.423820315
ACE2	2.806495796	2.991190267	2.407141085	1.207750667	3.681099464	17.93271645	2.956544873	3.751317367	71.25384088	6.784558381
CYP2D6	3.165230185	3.9448169	0.881823845	0.624745848	1.408642995	0	0.190563305	1.374683979	32.85297009	4.891863394
C19ORF69	1.302902648	2.189293772	0.529295891	0.32105567	1.789179816	0	2.475263863	0.391861447	15.10415462	0.097218085
APOA1	5.249221823	16.03886362	89.90662675	9.441369155	39.75241917	0	5.983642961	14.22090042	599.7582457	74.68722448
CDKN2B-AS1	0.950414165	3.27883979	1.449089672	0.647009428	5.413398991	0	4.648742273	2.049452105	31.3912144	2.342965091
SLC26A3	5.958871323	3.057395032	1.302100513	0.774453111	2.066688639	0	2.948162784	2.460912898	118.5978982	8.59953186
SLC6A19	4.186931072	2.830238438	22.64020645	1.204697224	3.25345845	0	5.397182044	2.535350813	57.30004004	4.686195935
ALDOB	30.65527035	19.44388346	7.532391972	5.047762838	57.96477275	8.485434751	30.60492391	12.73721829	429.3532066	27.49140784
CREB3L3	6.32350461	2.48816463	2.946257717	0.924403432	4.961474647	0	7.501611542	7.198586418	51.0593526	3.273071157
SLC2A5	2.319237068	0	0.572699035	0.373737747	1.389684475	0	1.575938776	0.44615675	13.84606437	0.531207371
SLC15A1	0.021336039	1.473679537	5.848053547	4.917109743	1.927218997	0	1.296177777	2.564878864	18.65602607	2.291960542
FABP1	882.9974823	169.2292197	66.2699614	57.33689793	294.5170055	4.242717376	404.9901983	129.7370261	5232.145695	362.0874374
SULT1A2	7.855204788	2.764627367	1.775093146	1.22451358	4.807630311	0	5.308099437	2.983908082	57.23160448	9.093967295
MEP1B	1.00263273	0.552925473	4.726430215	0.336994012	3.020626666	0	0.137514659	0.436493423	17.20686858	2.717976262
OTOP3	3.066345437	3.416718649	2.639607603	2.666118253	2.356201971	0	0.862691664	0.922336509	36.97894003	2.797644606
C11ORF86	48.23103357	24.09019672	6.421525139	1.89702754	19.30682671	0	11.1350862	19.26131114	235.5142666	11.7500765
SLC51B	3.965073468	20.92743139	0	0.224242648	2.006149475	4.242717376	1.451575581	1.038306495	38.72591831	6.585112528
MTTP	29.99009418	7.961864569	3.894638665	0.907696596	8.136002618	4.242717376	10.28629924	3.051245238	116.4112257	9.811938511
APOBEC1	6.901152014	3.148760886	0.721567377	0.876471477	9.212005434	0	8.206795622	8.821521084	63.91053828	2.877964629
FABP2	99.54110209	42.52293735	17.57914485	5.463175111	352.69278	4.242717376	58.78992509	19.65042214	895.0704704	100.0031378
ABCG2	6.595127722	30.98153594	5.683874808	0.47327272	3.535113054	0	4.423290459	2.078053007	52.4843953	6.002197104
NR1H4	3.239470969	0.777223801	0.20647331	0.103238733	1.318186711	0	0.621373186	0.600566788	18.86144516	11.07105016
ESPN	5.18264045	0.552925473	7.00217833	0.744145942	19.5338826	4.242717376	8.277759686	3.893234889	38.11840684	2.021604585
MYL4	2.09546708	2.918939562	0.074686198	0.45112751	1.055064615	0	3.008339603	4.970164504	53.43966252	1.196473749
SLC7A9	3.264599366	0.276462737	4.375840043	0.367221737	1.382494988	4.242717376	2.393430789	0.603466502	23.24951231	3.08656115
VNN1	1.168801604	1.105850947	1.0716386	1.868949619	10.06891694	0	2.528020171	3.792361773	28.30514151	3.867284271
SI	8.967632134	4.07653864	20.39995202	1.038734956	24.75217326	16.9708695	12.28431708	3.180678835	105.2565555	10.22732397
SLC35G1	9.867942111	7.620833395	3.922233623	1.291292239	4.333142854	0	6.779089119	2.824062261	35.37961179	5.698544566
FOLH1	1.464060553	1.489984466	3.088613937	1.745267741	2.799328442	0	0.765013166	0.820980799	13.51873829	3.755274408
MME	4.629081399	1.883074748	0.831525056	4.171994184	2.230875827	0	1.51266125	0.988050473	24.52235869	14.17565582
MEP1A	7.882109288	0.82938821	15.43724125	0.531054748	15.83290395	0	4.990136976	2.758700125	68.33472264	5.323707616
GUCA2B	5.4181844	0.224298328	1.723328859	0.830024662	1.056730551	0	0.669680692	5.620655969	30.7295601	1.33323668
TMEM253	8.237905942	1.714282793	0.86644906	0.959464647	3.167581714	0	5.208612213	3.324526396	30.56506008	2.648038674
CIDEB	16.1576352	11.74950609	8.890586844	1.529274513	3.092124429	0	3.782278719	4.367025266	55.8171954	6.943387195
KRT20	144.6493439	28.055793	39.24739851	11.58292161	144.9025541	50.84401058	34.30182059	52.29459925	572.6548855	57.63955173
GDPD2	2.53519602	0.500761064	1.443964576	0.757685763	1.113606112	0	1.046374753	3.199510851	19.3201234	3.230618189
GDA	10.97676187	1.106339341	4.260108849	1.639685803	11.27605963	0	6.098173785	7.025044807	37.55869532	2.287757425
RP11-30P6.6	6.049259753	2.228006822	1.97322893	0.121134369	5.125300192	0	3.732188896	1.07404425	14.61271085	1.359532137
GSTA1	30.06148355	15.41494713	18.14496761	39.86099167	297.4931733	94.23303128	158.0587313	175.1560086	490.2375795	35.94204514
C8G	1.470290379	1.273920562	12.20543482	4.249463684	0.918934599	0	0.892311576	0.81472668	17.13147042	0.38887234
BCMO1	1.015640893	0	1.544435	0.339715963	8.20503836	0	2.065639568	2.619841352	9.036145826	0.721616982
ANPEP	265.4598365	57.06076645	20.45260006	7.915744203	71.87701532	55.15532588	82.72694982	21.34065127	694.930327	75.8807034
KHK	56.32238327	11.39373041	19.56470832	3.445577228	9.551831624	0	30.2751528	10.76399165	105.5688813	13.52390265
ACY3	20.94802866	9.471891981	8.69537081	16.97021342	37.86453891	11.39679066	14.34711138	15.90748172	54.94519217	6.93079766
AQP11	6.599500754	0.920754064	4.470900645	2.164650125	2.733022499	0	3.72166236	3.419359987	13.986445	1.832600514
PCK1	73.56706173	11.01072614	12.49854478	2.512950451	29.17105672	55.08672795	15.20273327	9.175620284	137.8810278	19.13623013
EDN3	5.195478781	0.448942912	6.644302245	0.121134369	0.888207044	0	6.634463993	3.460951121	15.38520832	1.736652644
DGAT1	35.94975576	23.98271292	21.20347218	23.24865655	51.42218029	15.63950804	28.79077633	29.87586896	128.7480306	12.83289621
GK	11.19377099	4.737090905	14.1491594	3.727253802	24.74195897	0	8.879101773	9.053139769	42.2162341	7.363802997
CDHR2	19.00558446	5.718889593	13.80131837	1.426746669	14.25104685	0	6.726359456	12.33250717	72.20082778	3.300137627
PCK2	18.57864626	7.304051197	7.838207375	7.970031261	9.680824396	0	12.18526978	10.00179974	63.39094523	8.599934125
TMEM82	12.10663551	0.82938821	0.458035615	0.214712865	2.210730074	0	1.823857492	3.842497217	25.79331507	1.611612842
MOGAT3	12.262614	0.276462737	1.878152435	0.429898104	4.632184325	0	1.607767137	1.963945943	28.98736612	1.110111571
SULT1E1	11.76371759	0.276462737	3.768982792	0.074747549	3.930773462	0	2.218943241	1.619303266	20.7083198	4.738185258
TBX10	0.228450521	1.343600633	0	0.993662402	6.778011664	0	0.938261415	0.455295172	6.835094849	0.821846054
CDA	14.08659523	43.0348716	1.057281881	0.348229422	4.525545416	0	1.270799647	1.346004087	43.88931432	2.39681494
NAT2	7.156651559	0.555190046	0.128350197	0.177986283	6.634635972	0	0.483858527	0.373059461	15.40590026	1.049312438
MOGAT2	8.483867735	1.067137896	2.096736552	1.550425705	5.085157407	4.242717376	7.636741378	2.885278145	28.64254632	1.156270513
RAB30	6.9727926	6.801035827	24.00144171	3.965385796	40.57675021	4.242717376	2.468416165	5.52675594	35.75812848	14.74855251
MUC17	40.65017351	4.716171452	5.615245148	3.050151519	17.92131292	4.242717376	9.96220346	9.513043448	94.56975161	11.3096155
SLC5A1	17.71295554	2.85211125	19.10478246	10.89249361	8.114822507	11.39679066	8.252974752	6.432728573	43.62807697	3.353014361
MYRFL	6.529441378	0	2.17312892	0	4.531814227	0	1.443538557	0.773975444	16.13177734	1.975921551
SULT1A1	64.4295985	18.17242789	16.07206554	6.845845901	32.6582547	0	18.14773455	26.80450881	202.3536618	31.33879518
HRASLS2	11.39792227	7.791053163	5.373603912	12.81955793	30.28112955	26.4181512	35.68704251	108.0313771	132.4911975	19.18758397
XDH	3.879745148	2.358085726	7.401182563	3.095987015	3.307809099	11.39679066	4.84311317	8.620957004	24.28001771	2.631695649
TM4SF20	115.132774	11.07707897	27.34492182	1.313890864	8.883264623	0	12.19336205	5.183677844	257.454435	26.9466181
RP11-462G2.1	2.824354077	2.211701894	1.136742654	1.240961166	17.37818105	17.93271645	3.270967675	11.47376272	34.53180514	2.866521098
SLC46A3	5.886906664	7.871299854	3.355923943	0.255455783	3.637551462	0	2.373883342	0.588235553	13.14403895	9.463943959
SLC46A1	4.640765444	1.369696975	2.840366309	3.474359531	1.097743988	0	0.718679547	2.199889302	11.35611052	1.568580491
SLC3A1	7.367904917	0.422846569	1.074069815	1.081910269	1.364723699	0	2.218971476	1.229554283	17.18738938	0.703761799
XPNPEP2	4.48044747	0.82938821	1.147798186	0.281225016	3.080975421	4.242717376	1.904075064	0.655066947	18.0319721	3.89698356
FAM132A	6.485187845	27.75802114	0.626028386	1.747619702	3.215049447	0	1.63358923	5.336150247	27.73889037	3.271197365
SH3D21	2.744739234	0.959955508	0.70906689	0.52635992	2.322749313	0	0.778448202	1.61695768	6.244157298	0.671470533
USP2	1.544191746	1.746073273	1.177066663	5.543500061	0.780652189	0	0.850938282	1.606802656	4.31496369	4.604261374
C17ORF67	13.84016639	6.050269705	2.272707027	0.704694242	3.643904356	4.242717376	3.767077365	1.248336215	27.88882141	3.495330981
GPT	12.37710597	5.081087875	3.825724021	3.626779763	10.46152928	55.08672795	7.721261021	24.56350538	59.17050301	10.46314122
UGT2A3	9.786051795	0.276462737	5.058881521	0.51684729	3.137230957	4.242717376	12.16669338	2.043034517	20.16961568	0.390234937
XKR9	0.61249922	0.871789481	0.309899296	0.910236397	3.677728307	0	1.028859193	3.143742719	6.699132485	0.143972473
CHP2	34.65976659	6.191578745	1.59163556	0.409789926	11.0710937	8.485434751	17.53123572	2.30133527	75.56278583	8.467415884
TM6SF2	13.55575993	2.257132573	1.923943581	0.565203331	6.039581893	4.242717376	4.908006738	8.224784194	38.73042226	5.051813148
CYBRD1	22.41998714	31.09008812	2.889503566	21.70991342	7.905517241	42.05765924	17.63671517	10.7872741	114.9899783	114.8131199
PHGR1	2291.077479	456.7053965	1027.132897	132.1871286	2683.675265	2001.181842	790.727096	1603.622483	7870.638325	426.6964288
CASP16	5.926246	0.422846569	0.571801471	0.246942324	1.331142977	0	0.412543977	0.390650812	12.23054829	0.303668547
CDH17	117.406775	14.53048805	107.3166553	7.210540652	64.94926071	25.45630425	42.66579306	9.448751649	235.5450668	16.56585014
DHDH	4.803255957	2.082111384	4.596914944	4.281644011	0.156997702	0	3.762146158	2.303915122	7.762956975	0.252261717
AIM1L	5.425486432	0.975772043	1.139064096	0.591946045	1.228350454	0	0.58648137	1.725361943	11.23743504	0.863064862
HSD17B2	39.63349665	10.47477851	9.700807613	4.592606966	29.30933684	16.9708695	27.05474359	25.65207146	207.6389047	214.4362135
TINAG	8.328728681	0	0.475139493	0.42025502	3.85566879	0	4.054624485	0.581252945	18.44441285	0.303668547
ACSL5	62.01891781	31.82542853	16.83720347	18.13510076	19.15605857	16.9708695	52.7667131	42.98106795	146.519174	17.41911034
CDHR5	32.25766813	8.660222172	79.65163496	4.838626167	35.46172343	0	12.5119327	27.12620621	167.0570742	13.90871579
LINC00035	14.96676313	6.315743263	2.809002893	2.421716303	16.66475718	0	6.778162847	15.5209478	53.97344222	3.51279479
HHLA2	14.34371803	1.434966487	0.96901768	0.673924164	5.416356894	22.17543382	8.352578974	14.3326321	34.96676083	2.168423991
SEMA6D	0.481368074	10.22148632	0.228911874	0.149495099	0.452034584	0	1.904075064	0.361132837	5.34237266	25.58086334
GPR128	6.238741128	0.276462737	0.364205174	0	0.709154426	4.242717376	1.842931071	0.405190777	10.63118429	0.946645027
ABCG5	3.566959743	1.067137896	3.105245011	2.077305746	0.690195905	4.242717376	1.033917163	0.337330585	7.140063033	0.628425456
PPP1R14D	40.6140146	3.710902506	6.956564626	1.140816237	11.44293961	4.242717376	9.471019391	5.275254249	67.08980113	4.901632485
GDPD3	12.26718788	15.22536245	3.925000489	6.56874913	44.82342816	0	11.70582864	31.43035672	74.49927428	8.607466364
ADA	13.34541833	52.49064118	1.335250296	6.673574744	17.50235184	0	5.327407455	4.554058332	35.62668471	14.29917793
PDZD3	3.131055569	0.963155335	2.221970508	2.237895557	1.340484857	0	0.844814502	6.20484912	11.94123666	2.189244533
MALL	127.2815044	241.7915628	41.55808949	7.913582021	63.80406993	16.9708695	72.72301225	36.57014482	402.0946603	26.58134195
HPGD	20.98669634	16.67796558	71.06872288	26.64807167	29.29152601	95.81225009	122.9832482	276.038312	327.4413791	52.88007046
MPP1	10.9987356	28.16259354	7.157370788	1.045447606	4.701382997	0	2.526250778	1.008773513	16.98223339	16.15064031
SLC36A1	2.29911115	0.897885823	0.586058542	1.016351928	3.905253882	0	2.63618504	4.946537283	6.308869688	8.087443786
GS1-393G12.12	1.421719158	0	0.532509945	0.465523918	7.288774785	11.39679066	0.275029318	2.178436663	6.365715844	0.533744103
SLC13A2	11.06761677	3.655956643	5.539525665	9.832784253	8.936297411	21.21358688	1.718567876	1.426489648	35.70070912	0.914963596
LAMA1	9.147834117	1.343600633	0.436228942	4.486040158	12.78554242	0	1.25325492	1.090903153	17.5372501	0.825398358
BTNL3	18.11348191	0.552925473	2.788304139	0.149495099	16.75771664	0	2.709721743	2.308288489	32.31904699	2.415658157
SSUH2	5.410896814	8.29289934	0.745634174	0.155269454	0.769126384	0	0.07131455	0.243074366	7.96132399	0.25320485
PLCXD1	6.264693621	7.995467529	4.636719704	6.653476942	5.769811488	0	10.2146432	32.40463247	44.06121457	12.3221056
GCNT3	42.62708077	6.272117938	21.11616502	21.61319418	28.09656061	12.72815213	36.3523938	36.28174098	142.1907744	12.99804599
ACHE	1.331162039	2.645141555	10.49583328	0.298138842	3.748451447	0	0.746081447	1.382751216	13.42219803	7.33044364
PDZK1	3.400265784	0.36782859	32.52854745	0.596254664	1.426361593	0	1.372569073	0.570984722	17.02438013	1.153081675
CBR1	203.0737265	88.43292137	94.10438656	56.89782026	80.69184855	297.8195422	191.8602137	265.2220889	464.4483672	148.1913642
HKDC1	23.99259362	2.358085726	2.077673727	0.892210308	9.225529681	4.242717376	6.087287711	3.265385382	42.86939063	3.873582176
MYO7B	15.82838615	5.632768914	14.13408743	4.8430314	14.60017802	0	2.212655283	2.08106183	37.58779676	4.520875107
CEACAM1	12.14869471	9.563998944	23.16720599	17.82084137	12.85720348	0	11.82277892	10.37387868	41.02517152	4.081992296
CYP4F2	1.599339556	0	8.818300473	0.143199841	0.885110648	4.242717376	1.033917163	0.543916811	12.34005382	0.291654255
PLAC8	58.15552552	17.38159048	136.3365944	13.60258005	125.1613422	68.47581044	64.75013956	272.8535076	355.3059023	47.33922058
TLDC2	3.287323848	0.552925473	5.797133149	0.108882634	3.101554811	0	1.320186243	0.480374484	7.722430351	0.412900924
ACY1	27.86782048	3.989482743	6.610689577	4.791468719	17.67426241	0	7.336475419	10.06378688	48.7055346	9.905140442
C2ORF88	18.13116212	2.590170279	5.630477705	1.187097471	13.54668584	0	3.039731742	2.948022886	33.96164224	4.918525608
SULT1B1	27.2349851	5.445266696	12.38294709	2.778217409	14.7526804	50.84401058	17.16988033	39.04839065	74.35756256	9.08449475
LRRC66	1.707585125	0.737921753	0.939188924	0.108552181	1.571213463	0	2.352539919	3.423279536	7.495735068	0.297189835
PRAP1	434.7547303	48.681486	155.5999407	13.82588719	84.64722349	4.242717376	32.12599444	18.87202358	664.6553748	44.44093608
SHD	19.46666642	7.441403492	0.697619693	0.611246199	27.21359395	0	4.317073998	4.526743338	44.20851762	3.271318546
MAF	1.193954818	3.985355356	9.752258787	1.495811505	2.174672982	0	1.146812562	8.363286421	20.02776216	16.29254919
RP11-665N17.4	2.863919732	1.122155875	3.907725009	2.305773988	4.895983417	0	3.339772504	3.248944967	9.02376032	2.029671524
CCL15	47.8101392	8.345610802	15.99760266	1.325126274	41.36465736	16.9708695	27.85362615	11.00499632	122.0703878	10.87816625
AC009133.14	3.869303386	3.586501788	2.74423843	1.820723188	3.607559098	0	3.07243509	5.811191247	16.8947299	4.300619867
RP11-587P21.2	6.189904571	7.394019364	0.860801646	2.746402168	13.91041909	29.69902163	5.889218442	5.216202537	67.8985992	8.913426948
OAS1	29.66308866	25.42137481	12.31277028	5.812447312	39.0846233	0	20.68677335	32.13161968	98.08689857	18.58134515
EFNA2	5.34118371	6.813571353	2.562190553	4.062798689	3.366044894	0	1.363538675	0.899976834	15.57979689	3.134322844
GLOD5	2.381849396	0.699309306	5.605241416	1.172873927	1.638618136	0	3.220218769	2.049007879	5.765944162	0.984311531
DMBT1	33.4420474	9.511785137	11.43948671	4.645933937	56.11223633	101.825217	153.3254104	13.37617528	290.1456405	24.77177452
AGPAT2	401.9785567	94.43619198	66.8526226	65.93401941	305.3451015	91.63890628	208.7585743	183.3465407	728.9246261	101.8988089
HNF4G	13.34961468	1.905595181	11.14648941	3.398519765	11.54377028	8.485434751	14.20467756	12.61342676	34.48305483	4.174805906
ADH4	46.49011106	4.367848992	5.331135256	1.027453508	9.645356583	0	0.708031056	1.720909933	77.2465472	7.38001305
RNF186	22.4175918	16.2420577	6.982055903	0.301712149	16.96977545	0	1.880636397	1.442316386	32.11341846	1.266551164
MYO15B	20.32955654	32.24114852	26.81868592	14.37010837	25.71549062	26.4181512	16.23941195	25.73075516	73.02325879	12.90425403
UGT2B15	1.117124205	0.971041692	2.784842431	7.831613723	0.686479612	117.3180284	5.488937444	12.36577578	0.817779966	0.368148983
LGALS2	2.267890351	0.370093163	11.08825344	4.394613387	2.656568391	46.66989113	18.52013488	8.769421688	35.42240937	2.685356916
GAS8	4.608987398	2.046313409	7.111778572	2.690943886	5.73637949	21.21358688	3.083569792	3.140151989	3.277479626	2.330744796
KIFC2	2.832697788	4.908599991	5.307773103	1.919852808	2.053860437	33.57222449	2.231156437	7.279745714	11.67127998	1.72386836
PHKA2	2.213936581	4.272861567	11.17911311	6.646987256	5.140452189	44.35086765	6.453664414	6.030030838	3.302758641	1.478113961
CLDN1	14.35895195	0.839981302	8.628690841	6.902189997	10.64015229	76.86617873	14.18455128	4.693241094	11.06826399	7.089259927
PDGFA	13.41601912	12.81953905	29.66067328	35.25503466	19.55148037	393.5453191	19.89003067	26.28908844	18.79354384	32.14882197
EXOC2	5.195664694	13.17474662	5.810435913	3.292132297	2.396684013	95.81225009	8.089225841	5.529111398	5.055243452	10.4252222
NR4A3	0.93272547	6.828241278	17.60592756	7.815579641	6.917808398	16.9708695	5.819781771	4.863127337	2.043927757	20.61293905
DLGAP1-AS1	8.307450112	11.33409918	8.4836971	24.04008014	3.361203843	42.05765924	3.94116635	5.216473662	2.675434195	12.81581197
NFE2L3	12.66958869	7.005922221	1.569824125	5.218187263	2.158758167	31.27901608	6.399585742	5.363822495	3.084003574	0.700052489
PLEKHH3	2.636162738	5.806506426	1.280813262	6.419559573	7.059719875	26.4181512	7.589770286	8.506618216	3.347113529	15.27093923
RAD17	7.132225424	5.536729989	9.618467701	8.363851091	1.605502713	30.66086857	8.359297609	5.321206813	8.112049431	9.697457396
MDN1	6.777501222	4.688733451	7.25260497	3.510362884	2.006096784	19.88222541	5.950753969	6.128835873	2.055012247	4.116428199
IFT46	6.240283075	9.457267958	6.981932175	4.254217438	1.409400738	33.57222449	5.186263364	4.168116295	15.46673048	9.828334575
SERTAD4-AS1	11.52579389	37.8000302	3.316966038	39.75630291	3.208356201	164.8626495	15.5867828	8.804600652	3.908639731	7.165289162
EPPK1	5.093995469	9.605071431	6.819489807	19.87003798	13.42282895	55.74765831	15.15042989	9.378227896	10.99907025	0.908640388
CEP95	8.451435425	6.589601018	8.327199583	4.960875949	3.832010688	191.8895793	7.406407376	8.120574101	8.34991898	11.78329324
SGSM2	4.131097081	16.39466707	14.60159688	7.533203456	5.649031891	187.6468619	5.074816105	4.450511359	1.447151853	3.848620881
MAP3K1	5.112902776	9.200348462	10.76240004	7.869897217	8.918556548	98.10623414	16.89970863	13.11435715	3.173564945	2.40064387
DENND6A	6.398487164	8.220072429	10.54313264	7.539797055	6.22752716	44.96901515	9.348390635	9.698323848	6.097631269	13.24331465
SIRT3	9.184317918	7.777399368	5.281272061	7.885335003	2.443699705	40.72629778	2.180598864	3.84459768	4.50703665	10.47301028
CRNDE	8.101571466	1.014973487	15.78098634	16.28936658	18.74740196	39.14630333	28.51588448	14.33307846	7.045597454	0.898767082
ARRDC4	6.182681962	2.350486556	25.61395711	3.46783977	13.40215681	21.21358688	3.717076364	9.954365061	17.11839678	12.4072082
TMCO4	6.734611315	5.57231399	7.414397556	8.650368197	3.961895221	51.50494094	6.54014083	8.151992573	4.738698463	4.804523422
CSRP2BP	6.529764469	5.325095072	4.21600314	8.285192196	1.604315481	78.49768115	10.45583517	12.54081962	4.803157058	1.721783717
PRKAG2-AS1	8.850179004	3.131836488	10.56921144	6.440806043	3.155095026	75.58632524	8.725701617	8.501516937	2.364719446	7.682515804
PVRL4	10.16494337	1.499817414	3.5417554	9.775446232	5.952608586	28.36766017	23.2725304	22.65487924	6.669170005	1.916562255
NUP153	12.63754428	25.84629471	13.54622147	16.26152043	19.50162868	51.16124149	29.69712704	21.8564059	23.66986759	23.86418393
SEMA4D	1.887480505	5.966804425	7.605962213	16.16635354	1.578167474	47.26222356	4.23723516	6.042868498	0.585354317	25.98382971
NUP188	5.645254722	7.613887876	5.038113147	3.530405116	4.909391723	33.57222449	10.18905091	8.644853027	3.026558859	4.917522175
RRM2B	4.489137944	15.52998589	13.75754063	3.54839602	6.778182136	33.57222449	5.023958031	4.012843635	2.699326316	15.4789524
MTMR12	5.126386636	22.09783454	13.99289157	17.66578285	3.847514419	42.67580674	12.16178138	13.52939647	5.532258642	10.61254546
NFATC2	6.162734366	64.26778073	10.99944464	7.694751729	2.305283727	86.36574403	14.467014	19.94182335	3.622885217	26.04635892
BMP2	8.994027385	20.93877076	5.73095262	26.00420123	2.745070573	315.7530343	28.85416462	37.72265967	11.33832785	54.34979693
ZNF462	3.684912895	28.20899546	14.2179149	4.808996447	6.169065351	19.88222541	3.249314076	3.595935032	7.625475802	6.452041055
NCEH1	11.01995168	12.66918513	8.998643767	26.13070731	7.205091757	54.07259741	28.5839247	27.5239118	10.21013095	5.034079782
KIAA1211L	3.528289363	18.65347692	11.08155809	2.970138621	6.630008048	33.57222449	3.58448866	5.385989791	2.815265947	0.383756225
ORAOV1	6.718875899	7.927363883	6.104934475	3.070824737	4.925112655	64.18953457	6.10267106	8.746348908	8.597225189	7.415390895
ATXN2	12.47290862	31.79762926	25.55006121	7.882289141	11.34438954	53.4544499	11.08370567	13.46760164	11.65756215	22.8113136
DNASE1L1	12.55893047	32.2078278	10.30907453	9.102715366	3.807236173	88.65895244	5.403951508	10.02408152	11.4412618	4.039573102
VRK2	11.02824576	14.80315834	5.23474822	9.141148095	10.16587	82.74039852	5.682980573	6.45691288	4.391843766	28.63863719
SORBS2	6.724918178	101.8146563	77.14653892	26.96996202	18.04297123	186.9865754	13.61206009	11.41725048	2.69683645	51.27278353
SPIN1	15.99063463	23.54984032	35.02824102	14.80956494	24.35249685	291.9445468	26.35330202	23.86940797	12.26220712	24.56051351
ACVR1B	6.230365009	9.172130374	15.58318768	11.7866914	6.197348214	84.41623506	10.83497048	14.8015196	6.573239434	3.669439392
GDF15	170.3180665	36.17333409	49.56642158	164.1521075	119.1897295	549.942244	73.33360441	82.6146086	33.13731664	168.0796065
NEK7	6.117108471	30.6480247	7.813785813	7.813944147	9.06414361	37.81494186	9.373434894	13.45982985	22.31174608	13.28865252
SLC25A22	7.803164299	3.550410092	6.823231398	3.439312071	5.861987921	19.88222541	7.209080713	6.191721341	3.082217489	20.17137917
IQCB1	10.32781256	8.660229208	10.13193827	5.502546208	10.92844317	27.0362987	8.681340562	6.920119779	2.947782029	23.83365944
TPRN	7.064729671	7.601162552	6.532990034	4.045544773	15.57802745	34.90358595	18.17290873	10.66572891	21.08954879	1.536158875
ZDHHC7	14.31514975	18.57017377	7.171106421	16.48526418	8.852077668	104.2984605	27.77262041	36.21657408	30.90453178	9.270252686
ANAPC1	10.66228215	5.098824754	3.528200635	4.537907863	4.471040842	12.72815213	10.56082842	6.979554985	8.327616531	2.861854606
PIK3C2G	9.774109882	0.498395889	11.61573396	34.75860308	2.628072078	42.05765924	21.50357355	12.4218635	9.546671759	2.203266302
ELF4	6.261925471	12.83908177	3.945104669	6.85546658	14.03502703	121.5702466	23.51056321	30.75813636	13.46880543	5.82934071
MACC1	20.70970831	1.092787379	31.03080742	14.58942124	38.91947809	59.64667624	29.2383743	22.02705607	21.03610274	8.633764989
RABL2B	10.05668286	3.665782826	9.695105735	3.735845127	4.197527481	59.32944533	6.062646979	7.157168001	5.617730762	11.03047145
TNFRSF10B	24.81079472	38.74647766	7.584479266	25.58505088	16.5903332	382.1991641	32.25914344	35.05238114	26.25859243	13.85479025
SLC10A3	9.133502734	12.87097305	9.461207292	4.806300659	5.18638806	38.43308937	7.155147183	12.04616349	10.97359564	12.47714149
KIAA0947	9.189037959	11.69703678	8.21646913	5.329767301	8.229460213	19.88222541	8.892107376	8.595917485	36.2611427	7.569998525
FAM175B	8.745976277	11.51044759	8.700842111	4.467410361	7.085139028	66.48351861	7.807133876	6.73526772	7.21525297	18.44165963
RRP1B	18.33430796	12.89589659	11.26523186	8.061114264	4.17098527	24.12494279	10.38267301	8.422176362	3.042371878	6.498078554
LRCH1	8.6857766	34.87606412	11.20332739	5.902821793	6.424203453	44.96901515	7.569600711	8.857136381	12.08982506	10.82123928
COBL	18.96330069	2.006418112	12.48541602	5.65622249	9.269381605	80.83444805	13.00517799	12.29724028	22.92625308	1.981237785
SUPT20H	11.67805313	20.39970938	9.615671359	5.548153225	22.62837302	51.50494094	7.435128162	8.256907406	10.99679601	26.4597556
NDST1	1.549735391	53.36047144	14.87198197	3.723001367	1.966992512	19.88222541	2.708204174	3.762727696	5.122302787	9.780422321
ADAM17	12.07498726	41.71569515	19.3032277	14.31426973	6.058018801	79.21167074	16.53086666	15.50861354	8.00307656	16.32217923
